address,nbr_tx_in,nbr_tx_out,Tot_in,Tot_out,mean_in,mean_out,sdev_in,sdev_out,gini_in,gini_out,avg_time_btw_tx,lifetime,ponzi
0x1d1811189e2a8dd8d5f22cdc164273bf3d6fdd43,2332,18,1.50E+20,1.85E+17,6.45E+16,1.03E+16,2.65E+17,1.57E+16,0.938596525,0.711516346,20353.68468,47831159,0
0xfd0174784ebce943bdb8832ecdea9fea30e7c7a9,537,726,6.80E+19,2.18E+18,1.27E+17,3.01E+15,3.75E+17,1.34E+16,0.771998992,0.873045731,32138.74901,40591240,0
0x66656bff674879b76ccd561f61fc716e54aa6668,50,4,2.98E+17,2.50E+18,5.95E+15,6.25E+17,9.53E+15,3.48E+17,0.733613445,0.295,447776.6296,24179938,0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,133,7,4.22E+19,2.53E+17,3.18E+17,3.62E+16,1.46E+18,2.98E+16,0.866321494,0.457503807,232471.9643,32546075,0
0x79a0bf1ed1ef168d78993fec93e6ad786064a7ed,82,33,1.15E+20,4.17E+18,1.40E+18,1.26E+17,5.51E+18,3.93E+17,0.735934506,0.86664003,325855,37473325,0
0x9b45b116b68c388e49610c9be585dbee201467a7,80,102,8.44E+18,2.02E+18,1.06E+17,1.98E+16,6.82E+16,2.33E+16,0.323123557,0.541125885,108930.1154,19825281,0
0x508404d6f5342b4a11a08e8be3f9bb2ddbdc189f,9,120,5.90E+16,1.66E+20,6.56E+15,1.38E+18,4.14E+15,3.65E+18,0.331450094,0.839700301,256467.0078,33084244,0
0x13793e8c72f81999fdc89f2731c9a4c895aac2de,2995,2,1.12E+21,1.09E+17,3.73E+17,5.45E+16,5.29E+17,1.75E+16,0.592252395,0.160550459,8186.38672,24534601,0
0x5085c5356129ee11bffb523e3166d7153ac13c75,194,4085,2.10E+19,4.64E+20,1.08E+17,1.13E+17,3.93E+17,1.48E+18,0.789697996,0.9767204,7036.127834,30107591,0
0x752c4e4e90846c5673c3791b9809f71b7d4a638a,97,853,9.80E+17,4.78E+20,1.01E+16,5.60E+17,0,1.93E+18,0,0.812741842,61082.36947,58028251,0
0x7da247644c9f5bc0ea4e2c789ebf69569cdd3f1a,3,13,2.50E+18,1.80E+19,8.33E+17,1.39E+18,2.36E+17,1.95E+18,0.133333333,0.504178748,163622.4375,2617959,0
0x7d916724a14ede929aa308c2a3e18e9d05ba570a,7831,1,4.52E+20,2.38E+15,5.78E+16,2.38E+15,9.64E+16,0,0.655689525,0,5858.201098,45881431,0
0xaf21ae125cb7c6fb29798b5835b806aeb6cd9aae,259,161,1.81E+19,1.71E+17,6.99E+16,1.06E+15,2.51E+17,5.19E+14,0.72411291,0.057680433,43390.7,18224094,0
0xbdd021489de3f083e5aaa2d8cb6ba62db2902485,1,9694,2.50E+15,4.65E+20,2.50E+15,4.79E+16,0,1.01E+17,0,0.750875446,4491.183394,43542023,0
0x0be5e8f107279cc2d9c3a537ed4ea669b45e443d,10920,1864,2.39E+20,3.36E+21,2.19E+16,1.80E+18,1.02E+17,7.16E+18,0.80553638,0.779737959,4554.87985,58229584,0
0x9d31a523718e06f630de0757538f4fb2e2adeb35,1,206,1.00E+17,4.58E+18,1.00E+17,2.22E+16,0,9.70E+16,0,0.84351358,161621.6473,33455681,0
0x9eea7965ee59c304f81d602ae1d9a3d624429d9d,5,6,4.05E+19,5.06E+16,8.10E+18,8.43E+15,2.00E+17,1.66E+16,0.009876543,0.734483832,1059242.818,11651671,0
0x0947b0e6d821378805c9598291385ce7c791a6b2,57,322,2.96E+18,1.23E+19,5.18E+16,3.83E+16,1.97E+16,2.01E+17,0.188084424,0.915998381,37209.83641,14102528,0
0x99a650192e81772657c7dc047d2e18f67c758e94,2,174,5.03E+19,2.77E+18,2.51E+19,1.59E+16,2.49E+19,2.77E+16,0.495024876,0.653472364,467430.3466,82267741,0
0xa76daa02c1a6411c6c368f3a59f4f2257a460006,175,3977,1.70E+20,8.85E+21,9.74E+17,2.22E+18,2.51E+18,5.98E+18,0.807429437,0.887051413,5513.789499,22893254,0
0xfe53d681d34cf379782d25af69990f6a707d30d8,1213,1330,1.24E+20,5.92E+20,1.02E+17,4.45E+17,2.04E+17,8.64E+17,0.572658113,0.747202526,19275.89579,49018603,0
0x9b5bbb16a7a68660f6503eff6c8e3159820d6396,212,630,5.39E+18,1.28E+21,2.54E+16,2.04E+18,8.65E+16,6.61E+18,0.848043197,0.857348419,28465.92399,23968308,0
0x48e18ddad6c56062630092ddbd9003704c44acf0,1053,1,1.39E+21,3.92E+18,1.32E+18,3.92E+18,4.10E+18,0,0.796956519,0,12890.66603,13586762,0
0x12459c951127e0c374ff9105dda097662a027093,6885,304,1.83E+20,2.70E+19,2.66E+16,8.88E+16,1.70E+17,1.67E+17,0.263379213,0.678423297,5939.716929,42700625,0
0xee85966b4974d3c6f71a2779cc3b6f53afbc2b68,482,1,8.27E+19,2.56E+20,1.72E+17,2.56E+20,4.34E+17,0,0.702007168,0,91536.90269,44212324,0
0x37304b0ab297f13f5520c523102797121182fb5b,3465,13425,1.09E+21,2.40E+20,3.15E+17,1.79E+16,2.34E+17,9.34E+16,0.366644556,0.842321824,3345.554233,56506411,0
0xd7657bdf782f43ba7f5f5e8456b481616e636ae9,130,1386,8.08E+19,7.83E+19,6.22E+17,5.65E+16,7.98E+17,1.23E+17,0.490805899,0.775310857,17747.63325,26905412,0
0xfc88a9f06f5fe0de2dac95c5fada7a8b3b3d610d,186,27,5.61E+19,1.45E+20,3.01E+17,5.37E+18,4.28E+17,1.48E+19,0.474840053,0.72633282,206033.4836,43885132,0
0xbfa5c2f2b2ea28d7cad06d8a5ad796425ab999c5,76,1855,5.44E+19,1.03E+20,7.16E+17,5.57E+16,1.93E+18,8.75E+17,0.836754107,0.820978048,18690.45676,36091272,0
0xd2cbca4449adb54ecddb3a65faf204b5e1790c3e,297,5,1.34E+19,4.05E+19,4.50E+16,8.10E+18,3.18E+17,2.00E+17,0.882450617,0.009876543,46714.72517,14107847,0
0x2c38b6023509aeb6437491dbce27d87e3ad37310,179,23,2.57E+20,5.41E+17,1.43E+18,2.35E+16,4.93E+18,2.59E+16,0.820338491,0.490200537,179844.9851,36328687,0
0x93ffa4dca8ed05c30c44d11ddbd276b71f4017be,2894,406,3.73E+21,5.90E+19,1.29E+18,1.45E+17,5.22E+18,2.73E+17,0.79873807,0.738203926,17663.88242,58290812,0
0xba6db65ce7a226a5fad3126302118cf8f5c50012,476,4543,3.83E+19,1.26E+21,8.04E+16,2.76E+17,7.60E+16,1.42E+18,0.32584105,0.831102073,9413.099223,47244345,0
0xfde889c9354d09cec72845e76a0d9f97f4686f7a,12,174,2.42E+18,9.44E+18,2.02E+17,5.43E+16,0,6.02E+16,0,0.544859959,56154.92473,10444816,0
0x5101067e64f9e564bed7dd9c7378d7cc9dd5f550,103,23,1.58E+19,6.25E+17,1.54E+17,2.72E+16,4.95E+17,3.97E+16,0.872018381,0.709340857,98163.74603,12368632,0
0x3a1957a0b9755d78c77e301410b254b6147a400c,36,57,1.82E+18,5.23E+19,5.06E+16,9.17E+17,1.06E+17,2.04E+18,0.807478726,0.793093738,258428.957,24033893,0
0x675821e8e9c4a14611e1851b2614f4ece718c43a,10,565,3.09E+17,4.54E+19,3.09E+16,8.03E+16,3.95E+16,3.01E+17,0.533977452,0.575783584,26496.52,15235499,0
0x9d24335fd550568615bc81f8c0aa72aaa70ab93a,574,29,3.03E+19,7.74E+19,5.29E+16,2.67E+18,1.02E+17,4.23E+18,0.487389564,0.684872344,40424.267,24375833,0
0x2bba3cf6de6058cc1b4457ce00deb359e2703d7f,1,6,1,4.18E+17,1,6.96E+16,0,8.94E+16,0,0.616633685,4339780.571,30378464,0
0xcf70f36f8fd04713b33900bab530fd2f63ed9ae0,15,4,8.73E+16,3.78E+18,5.82E+15,9.45E+17,4.38E+15,9.23E+17,0.420465827,0.464125746,492862.7895,9364393,0
0x2e7570255ac8c449217fb15405fac01f5408d114,4,22,4.00E+16,1.15E+20,1.00E+16,5.22E+18,0,1.21E+19,0,0.786765055,1420112.808,36922933,0
0x2af0f9b7d975d11507deba15405c846c5f1fb152,31,16,1.80E+19,2.42E+18,5.81E+17,1.51E+17,7.50E+17,2.65E+17,0.628717969,0.746875,188464.7447,8857843,0
0x59670e7f172eafea08f44a308158c65e314a0df9,59,2532,1.45E+20,2.90E+20,2.46E+18,1.14E+17,7.03E+18,1.83E+18,0.633070907,0.923895239,18533.28445,48019740,0
0x22c294bbf61c3c60a5271d245ac8c620c438e0e4,35,52,4.69E+17,1.87E+18,1.34E+16,3.59E+16,3.13E+16,1.47E+17,0.642917241,0.853510003,331097.069,28805445,0
0x7f12c4f39fc2e3158d5a11b2387aeb4ab892d54c,21,58,1.57E+20,4.48E+19,7.50E+18,7.72E+17,2.19E+19,4.08E+18,0.868885625,0.965912717,680829.2658,53785512,0
0x0b4597d45be69bf1571b32e78ec02730f9743d3e,27,459,2.20E+18,3.44E+19,8.13E+16,7.50E+16,1.37E+17,2.94E+17,0.620264912,0.865658955,69745.11111,33896124,0
0x0ab2c9e20aa31fd3a3728a86f2526cca06a2b76d,98,510,1.88E+20,4.43E+18,1.92E+18,8.68E+15,9.73E+18,5.83E+16,0.911951326,0.810779948,24341.3125,14799518,0
0x680ef4513090072697f585ea6bb3189033136b36,85,140,3.29E+18,5.32E+19,3.87E+16,3.80E+17,3.83E+16,1.22E+18,0.476725177,0.820635594,218599.6089,49184912,0
0xb44d36a18b18015c546f5efa37bb1e3db5f24063,16,103,1.51E+18,8.17E+18,9.44E+16,7.93E+16,2.37E+17,9.38E+16,0.76365894,0.345093938,22939.10924,2729754,0
0x4e71b5e47a7e4f8eaccff4ade0e3292f80780cf0,243,393166,5.32E+19,8.94E+24,2.19E+17,2.27E+19,7.63E+17,3.37E+20,0.832429991,0.934972535,155.2494351,61076525,0
0xd70c3f752feb69ecf8eb31e48b20a97d979e8e5e,63,53,9.32E+16,1.10E+20,1.48E+15,2.07E+18,4.33E+15,3.82E+18,0.888592735,0.771839121,294896.2672,34207967,0
0x15dd447b5ecf63432909a4655037b43898fabf19,442,1080,2.88E+19,3.32E+19,6.51E+16,3.08E+16,1.79E+17,9.32E+16,0.728241888,0.736984696,34383.01708,52330952,0
0x6b31a2ef5986d283332e4a3a608adb3c09ffdd13,44,55,8.80E+17,8.81E+16,2.00E+16,1.60E+15,0,4.61E+15,0,0.890683626,614580.5455,60843474,0
0x927764bb17ce8b9f8c3a930ca4472d611ee93173,317,5,1.42E+20,3.31E+16,4.47E+17,6.62E+15,1.74E+18,5.33E+15,0.6877649,0.406405802,112780.3696,36315279,0
0xbc86727e770de68b1060c91f6bb6945c73e10388,47,45,3.40E+18,6.30E+18,7.24E+16,1.40E+17,1.09E+17,3.78E+17,0.654442726,0.589940035,267526.1087,24612402,0
0x19080df0360ce52b1068d54e1769182d9cc2b218,7,21,3.22E+18,2.17E+18,4.60E+17,1.03E+17,6.72E+17,1.43E+17,0.678793256,0.622782526,138773.3571,3885654,0
0x0c9a488c025db96ce8a834cd3412661f46833a28,285,14,1.84E+19,2.37E+18,6.47E+16,1.69E+17,2.04E+17,1.57E+17,0.806123228,0.496928647,63067.35786,18857140,0
0x826f6d1242231b70832d009f7d2c99a0ca8b7a12,780,809,3.30E+21,1.27E+19,4.23E+18,1.56E+16,2.94E+19,4.83E+16,0.828064118,0.8617451,32934.31907,52332633,0
0x54b0de285c15d27b0daa687bcbf40cea68b2807f,259,245,8.03E+19,7.88E+19,3.10E+17,3.22E+17,8.52E+17,4.54E+18,0.858391875,0.969321671,98604.22421,49696529,0
0x4c60e311d8fba04e313f7e7b3dec61b3028726d1,430,75,1.35E+21,9.12E+17,3.14E+18,1.22E+16,8.26E+18,4.38E+16,0.806824473,0.684061395,48144.44554,24312945,0
0x990c2463c7c4dcb435948e3110006f352da8e666,2378,1,8.88E+21,7.20E+16,3.73E+18,7.20E+16,7.23E+18,0,0.802640883,0,9757.060109,23212046,0
0x8a07183cec562506f7ec29be42d7f5a14ee9e484,10,261,3.81E+19,5.30E+19,3.81E+18,2.03E+17,1.09E+19,4.79E+17,0.866857784,0.739477825,76258.82288,20666141,0
0x53e3a7ec57132173ce615debb9a303fd2cd86789,1,43,4.00E+17,1.58E+20,4.00E+17,3.68E+18,0,1.57E+19,0,0.928936991,1341212.295,59013341,0
0x5bd2cecdc30656adc2ce23812dce369ccca3bbbd,4,81,2.75E+17,8.76E+17,6.88E+16,1.08E+16,2.86E+16,2.61E+16,0.227272727,0.75440052,139246.6,11835961,0
0xaae91d6c616ac2b07cd8cc0956ea8e60d4c220c5,20,143,1.65E+17,3.05E+17,8.25E+15,2.13E+15,7.46E+15,1.82E+15,0.45,0.378173008,185851.6564,30293820,0
0x3b74618d5c023de31bd90fcdf5875099de46a864,88,71,3.60E+21,2.17E+18,4.09E+19,3.06E+16,4.34E+19,7.41E+16,0.563349646,0.807640799,53361.61006,8484496,0
0xf93be1f6c7336e78f4a3859a9d01f44595a82ab4,8,3191,3.47E+16,6.48E+20,4.34E+15,2.03E+17,5.72E+15,4.78E+17,0.659965818,0.567157959,13136.61957,42024046,0
0x744a31ede5422355d9c2bd8c44c710404336ca84,89759,43,2.12E+23,1.81E+19,2.36E+18,4.21E+17,1.01E+19,9.02E+17,0.74561732,0.634981316,188.0427385,16886614,0
0xb4d95449f1d4a793c7d32ab23a52ab58af5fe095,527,11,9.89E+18,3.01E+18,1.88E+16,2.74E+17,1.78E+16,6.49E+17,0.363493687,0.838415692,28315.16914,15233561,0
0x0d0edbcf2c0da25ac9a79c9466989e46a8f96221,27,194,1.01E+18,3.30E+18,3.72E+16,1.70E+16,1.46E+16,5.70E+16,0.194264246,0.793995905,243624.4344,53841000,0
0x06adba5ad6c494e536cad8afa1129ab9f7cb99bf,5,4989,8.67E+17,1.31E+21,1.73E+17,2.63E+17,5.34E+16,1.77E+18,0.123147934,0.770225913,9174.820785,45819055,0
0x286e052bc8250250566683424001ee5224867d91,190,828,3.02E+19,2.20E+20,1.59E+17,2.66E+17,1.97E+17,1.51E+18,0.430475539,0.906752112,45907.71709,46734056,0
0x6e9d4b330aad2f414fa7ae1074afa266b6469364,400,80014,4.88E+18,1.87E+23,1.22E+16,2.34E+18,4.45E+16,1.06E+19,0.780091637,0.750885722,307.2724028,24709003,0
0x85dd50bb40b7770564d35d71b0c6eaf3ec1d9603,199,11,3.40E+18,3.41E+18,1.71E+16,3.10E+17,5.62E+16,3.67E+17,0.784415453,0.501498736,287487.3524,60372344,0
0xcf438fb35c4c7131e8846e4ccb5bec3ea60d7591,2,10,1.01E+18,1.53E+19,5.05E+17,1.53E+18,4.95E+17,4.56E+18,0.49009901,0.899026549,1247830.417,14973965,0
0x1e217adc6a6adc16e248af109ab7efa4d1bb252d,1,433,1.00E+15,1.19E+19,1.00E+15,2.75E+16,0,1.36E+17,0,0.904482572,15929.02535,6913197,0
0xc90044e0c8ff4142d2b39d4eb9ef17c3e3dc50d7,50,53,1.64E+17,3.91E+19,3.28E+15,7.37E+17,1.37E+15,2.27E+18,0.08195122,0.842906802,190533.3981,19624940,0
0xcfcd43d7ee21416a71c2eb9888587d52716fc77a,832,57,8.32E+19,3.30E+21,9.99E+16,5.79E+19,1.73E+15,4.17E+19,0.0006006,0.40230117,23444.14848,20841848,0
0xe7fe07e428a1fa4cdebacd6f5df8dd053966c4a8,1285,2,4.56E+19,2.66E+19,3.55E+16,1.33E+19,1.42E+17,5.43E+18,0.525029125,0.204288939,16830.892,21661358,0
0x22365168c8705e95b2d08876c23a8c13e3ad72e2,4,3,8.00E+16,1.51E+18,2.00E+16,5.03E+17,1.73E+16,6.70E+17,0.375,0.636580654,3525119.429,24675836,0
0x94cac9b8a8e597e5a934b91c0e5a06fe863bde13,463,361,2.68E+20,5.98E+19,5.79E+17,1.66E+17,1.55E+18,4.17E+17,0.809405979,0.770319552,54504.91748,44912052,0
0xa577db7575a197ea811a31bb7600fc47d3a44df7,48,98,3.92E+18,1.56E+19,8.16E+16,1.59E+17,1.12E+17,4.24E+17,0.56239364,0.826576062,54412.26027,7944190,0
0x8b350ecb6a483471e5daa6f83e688c1890ad0dc2,530,2,1.09E+20,6.33E+19,2.05E+17,3.17E+19,2.83E+17,3.13E+19,0.632089725,0.495,5862.105263,3118640,0
0xd8a5b0d3cb3b00113a0cd96856926dc555d9e752,180,1,1.94E+17,2.58E+19,1.08E+15,2.58E+19,5.72E+14,0,0.070962199,0,89371.77901,16176292,0
0x365ec7b439abcc8a3a2c4289f0868a4adcd996e9,137,72,4.43E+18,7.52E+19,3.23E+16,1.04E+18,4.31E+16,2.61E+18,0.492430749,0.769560183,48020.38756,10036261,0
0x214c1c9962761be484e365a14d9bca3739020517,11,9,1.53E+19,4.98E+16,1.39E+18,5.53E+15,4.00E+18,6.50E+15,0.884800857,0.599286033,225751.25,4515025,0
0xe65f525ec48c7e95654b9824ecc358454ea9185e,1876,1199,3.95E+19,1.18E+20,2.11E+16,9.86E+16,6.31E+16,1.16E+17,0.767781932,0.510987335,17450.69691,53660893,0
0x4fac33dabfd83d160717dfee4175d9caaa249ca5,1230,17884,1.22E+20,1.73E+20,9.95E+16,9.67E+15,6.89E+15,5.88E+16,0.004826433,0.69155802,1896.556085,36250773,0
0xa777166242ee46c33994d401e948418ac3992a1f,7,11,3.78E+18,9.20E+16,5.40E+17,8.36E+15,3.08E+17,2.33E+16,0.300075586,0.81916996,952431.3889,17143765,0
0xb9846a7d15d188263f99f2da6d1fdab2febdb0a2,15525,11401,9.83E+21,2.10E+19,6.33E+17,1.84E+15,1.53E+18,1.28E+16,0.695724549,0.804377929,1774.891109,47790718,0
0x47ff79b11cb1470329567360a9e065587d956ba3,2,5,2.50E+17,8.67E+17,1.25E+17,1.73E+17,0,5.34E+16,0,0.123147934,1267742.714,8874199,0
0xe98945936dd2f04294afd798ed7036a8e9ba6acc,20,285,4.24E+18,7.33E+19,2.12E+17,2.57E+17,1.06E+17,7.54E+17,0.276192218,0.867290632,114392.2754,34889644,0
0x39b5b0dd442703ea6d95bc52a73a42c20852c69a,190154,138,4.09E+24,5.94E+19,2.15E+19,4.30E+17,2.30E+20,1.85E+18,0.937698405,0.944848072,321.1815473,61118279,0
0xdf6164efd12678bf6a7d5a1ddf73c831493f6574,3,1568,3.31E+16,7.87E+19,1.10E+16,5.02E+16,8.58E+14,3.37E+17,0.042296073,0.851024283,6390.114577,10038870,0
0xd2584e838896792d9abea79c06ee9d6ab7f100db,104,28,8.22E+18,1.81E+18,7.90E+16,6.47E+16,9.34E+16,1.94E+17,0.343323039,0.8720912,95128.06061,12556904,0
0x2d7fa17311bda16df5cf63e24a3d69ed02f804be,19,11,1.71E+18,9.41E+17,9.01E+16,8.56E+16,2.28E+17,1.45E+17,0.822516703,0.564341663,1284269.2,38528076,0
0xf2637bbf885487be33aa264f2e5224e14aa47b53,1,3,2.06E+14,5.03E+19,2.06E+14,1.68E+19,0,2.33E+19,0,0.656420896,22008609.75,88034439,0
0x41f28833be34e6ede3c58d1f597bef429861c4e2,1574,186,6.41E+19,5.61E+19,4.07E+16,3.01E+17,1.13E+17,4.28E+17,0.614930118,0.474840053,31043.37614,54636342,0
0xdad1205bfe91b64f3ec50a02ec7913c4d23f5655,2,186,6.33E+19,1.95E+18,3.17E+19,1.05E+16,3.16E+19,9.74E+15,0.499605274,0.481805349,65415.69681,12298151,0
0x190646e10b85fbcd631c23c8cd175e25df92c338,5,3301,5.00E+16,1.29E+21,1.00E+16,3.91E+17,0,3.24E+18,0,0.628187015,7003.254991,23152761,0
0xe994c93026b13337fda5a96c4141e2e3bc7c47af,269,145,1.23E+19,7.69E+19,4.57E+16,5.30E+17,4.79E+16,1.08E+18,0.548392733,0.765077144,45225.36957,18723303,0
0xc6725ae749677f21e4d8f85f41cfb6de49b9db29,9,328,5.84E+15,2.61E+19,6.49E+14,7.96E+16,1.22E+15,1.48E+17,0.739215061,0.674662363,78754.4451,26540248,0
0xf213d198b68b10654c63a9ed05a045e1d4a50f9f,40,37,8.95E+19,3.03E+17,2.24E+18,8.19E+15,3.80E+18,1.18E+16,0.71046348,0.650511428,213817.3377,16463935,0
0xd8d48e52f39ab2d169c8b562c53589e6c71ac4d3,62,4844,3.10E+17,1.36E+20,5.00E+15,2.81E+16,0,2.66E+17,0,0.962859627,10886.55972,53409462,0
0x9348995663aadc44f725eaf56d42c9f74ce0162b,32,3453,4.50E+19,2.97E+21,1.41E+18,8.60E+17,5.39E+18,9.43E+18,0.932321766,0.943906157,13476.22152,46964632,0
0x2d04a81798ec74de48e09e3fd43ca41757d33e6a,1293,7,9.06E+19,8.00E+16,7.00E+16,1.14E+16,4.86E+17,1.73E+16,0.811157427,0.714285714,11475.26231,14917841,0
0x96843f4763b86fefd1f56aa7133e24acf2a88efd,2791,306,1.27E+21,5.05E+18,4.54E+17,1.65E+16,1.67E+18,4.26E+16,0.841779217,0.849645158,12923.7546,40024868,0
0x9a59dd314503ca509b1a3a81816b248865b9f82d,119,5028,7.53E+19,1.32E+21,6.32E+17,2.62E+17,2.13E+18,8.61E+17,0.813408577,0.800548681,2311.951039,11899612,0
0x59d34de599716aa949487230c21fbab178496671,3,1,1.02E+16,7.88E+18,3.42E+15,7.88E+18,4.66E+15,0,0.644090953,0,5023147.75,20092591,0
0xb69090fabe3f77e54e25cf59ec3630ba73533fdd,18,20,2.32E+18,1.46E+18,1.29E+17,7.32E+16,1.86E+17,6.73E+16,0.652601151,0.496896552,528713.6316,20091118,0
0xfdfd8a46146bcc7b12bcee778c4562937849181f,236,2467,6.42E+17,7.67E+20,2.72E+15,3.11E+17,2.98E+15,8.38E+17,0.471368604,0.657935935,6383.367,17254241,0
0x2910536d9d858760c440d89f7a3821a77708933c,47,30,1.16E+18,1.63E+19,2.48E+16,5.44E+17,6.55E+16,9.37E+17,0.849050929,0.748077231,428063.8831,32960919,0
